# Reviewed expectations: Linux root NFSv3 adapter, not native FUSE conformance.
# First root review: 2026-09-20, pjdfstest 85a8aea9e685999ef0540392fd80535f873d7ff7.
# Review, source dependencies and isolated supported-kind check:
# docs/bugs/2026-09-20-pjdfstest-device-fixture-cascades.md
# A-26 authorizes FIFO/socket metadata; block/character devices remain refused.
# NFS-OPEN and NFS-TIME are client/wire limits, not shared VFS exclusions.
# This initializes the root review left pending in conformance.md section 3.4.
# One case per line; no file wildcard. Unlisted failures, listed passes and absent
# listed cases fail the gate. This list can only shrink after this review.
# The historical transport slug is native-linux-fuse; the record remains LIMITED.
# Device names are never substituted, and the upstream suite is never patched in CI.

tests/rename/10.t:1996  A-26 absent device destination lets the preceding sticky-target rename consume its symlink source; this socket iteration inherits that absence (DEVICE-STICKY).
tests/rename/10.t:2001  A-26 absent device destination lets the preceding sticky-target rename consume its symlink source; this symlink iteration inherits that absence (DEVICE-STICKY).
tests/rename/10.t:2002  A-26 absent device destination lets the preceding sticky-target rename consume its symlink source; this symlink iteration inherits that absence (DEVICE-STICKY).
tests/rename/10.t:2005  A-26 absent device destination lets the preceding sticky-target rename consume its symlink source; this symlink iteration inherits that absence (DEVICE-STICKY).
tests/rename/10.t:2021  A-26 refuses the symlink-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:2022  A-26 refuses the symlink-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:2023  A-26 refuses the symlink-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:2024  A-26 refuses the symlink-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:2025  A-26 refuses the symlink-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:2027  A-26 refuses the symlink-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:2028  A-26 refuses the symlink-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:2029  A-26 refuses the symlink-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:2030  A-26 refuses the symlink-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:2031  A-26 refuses the symlink-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:2032  A-26 refuses the symlink-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:2035  A-26 absent device destination lets the preceding sticky-target rename consume its symlink source; this socket iteration inherits that absence (DEVICE-STICKY).
tests/rename/10.t:2036  A-26 absent device destination lets the preceding sticky-target rename consume its symlink source; this socket iteration inherits that absence (DEVICE-STICKY).
tests/rename/10.t:2041  A-26 absent device destination lets the preceding sticky-target rename consume its symlink source; this symlink iteration inherits that absence (DEVICE-STICKY).
tests/rename/10.t:2042  A-26 absent device destination lets the preceding sticky-target rename consume its symlink source; this symlink iteration inherits that absence (DEVICE-STICKY).
tests/rename/10.t:2045  A-26 absent device destination lets the preceding sticky-target rename consume its symlink source; this symlink iteration inherits that absence (DEVICE-STICKY).
tests/rename/12.t:14  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/rename/12.t:15  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/rename/12.t:16  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/rename/12.t:17  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/rename/12.t:18  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/rename/12.t:19  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/rename/12.t:20  A-26 refuses char creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/rename/12.t:21  A-26 refuses char creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/rename/12.t:22  A-26 refuses char creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/rename/12.t:23  A-26 refuses char creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/rename/12.t:24  A-26 refuses char creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/rename/12.t:25  A-26 refuses char creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/rename/13.t:12  A-26 device fixture at case 12 refuses; rename at 13 moves the source directory into that absent destination (DEVICE-MOVE).
tests/rename/13.t:13  A-26 device fixture at case 12 refuses; rename at 13 moves the source directory into that absent destination (DEVICE-MOVE).
tests/rename/13.t:14  A-26 device fixture at case 12 refuses; rename at 13 moves the source directory into that absent destination (DEVICE-MOVE).
tests/rename/13.t:15  A-26 device fixture at case 12 refuses; rename at 13 moves the source directory into that absent destination (DEVICE-MOVE).
tests/rename/13.t:16  A-26 device fixture at case 12 refuses; rename at 13 moves the source directory into that absent destination (DEVICE-MOVE).
tests/rename/13.t:17  A-26 device fixture at case 12 refuses; rename at 13 moves the source directory into that absent destination (DEVICE-MOVE).
tests/rename/13.t:18  A-26 device fixture at case 12 refuses; rename at 13 moves the source directory into that absent destination (DEVICE-MOVE).
tests/rename/13.t:19  A-26 device fixture at case 12 refuses; rename at 13 moves the source directory into that absent destination (DEVICE-MOVE).
tests/rename/13.t:20  A-26 device fixture at case 12 refuses; rename at 13 moves the source directory into that absent destination (DEVICE-MOVE).
tests/rename/13.t:21  A-26 device fixture at case 12 refuses; rename at 13 moves the source directory into that absent destination (DEVICE-MOVE).
tests/rename/13.t:22  A-26 device fixture at case 12 refuses; rename at 13 moves the source directory into that absent destination (DEVICE-MOVE).
tests/rename/13.t:23  A-26 device fixture at case 12 refuses; rename at 13 moves the source directory into that absent destination (DEVICE-MOVE).
tests/rename/13.t:24  A-26 device fixture at case 12 refuses; rename at 13 moves the source directory into that absent destination (DEVICE-MOVE).
tests/rename/13.t:25  A-26 device fixture at case 12 refuses; rename at 13 moves the source directory into that absent destination (DEVICE-MOVE).
tests/rename/13.t:26  A-26 device fixture at case 12 refuses; rename at 13 moves the source directory into that absent destination (DEVICE-MOVE).
tests/rename/13.t:27  A-26 device fixture at case 12 refuses; rename at 13 moves the source directory into that absent destination (DEVICE-MOVE).
tests/rename/13.t:28  A-26 device fixture at case 12 refuses; rename at 13 moves the source directory into that absent destination (DEVICE-MOVE).
tests/rename/13.t:29  A-26 device fixture at case 12 refuses; rename at 13 moves the source directory into that absent destination (DEVICE-MOVE).
tests/rename/13.t:30  A-26 device fixture at case 12 refuses; rename at 13 moves the source directory into that absent destination (DEVICE-MOVE).
tests/rename/13.t:31  A-26 device fixture at case 12 refuses; rename at 13 moves the source directory into that absent destination (DEVICE-MOVE).
tests/rename/13.t:32  A-26 device fixture at case 12 refuses; rename at 13 moves the source directory into that absent destination (DEVICE-MOVE).
tests/rename/14.t:12  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/rename/14.t:13  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/rename/14.t:15  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/rename/14.t:16  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/rename/14.t:17  A-26 refuses char creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/rename/14.t:18  A-26 refuses char creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/rename/14.t:20  A-26 refuses char creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/rename/14.t:21  A-26 refuses char creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/rename/20.t:12  A-26 device child at case 12 refuses; rename at 13 replaces the empty destination and consumes the source (DEVICE-EMPTY).
tests/rename/20.t:13  A-26 device child at case 12 refuses; rename at 13 replaces the empty destination and consumes the source (DEVICE-EMPTY).
tests/rename/20.t:14  A-26 device child at case 12 refuses; rename at 13 replaces the empty destination and consumes the source (DEVICE-EMPTY).
tests/rename/20.t:15  A-26 device child at case 12 refuses; rename at 13 replaces the empty destination and consumes the source (DEVICE-EMPTY).
tests/rename/20.t:16  A-26 device child at case 12 refuses; rename at 13 replaces the empty destination and consumes the source (DEVICE-EMPTY).
tests/rename/20.t:17  A-26 device child at case 12 refuses; rename at 13 replaces the empty destination and consumes the source (DEVICE-EMPTY).
tests/rename/20.t:19  A-26 device child at case 12 refuses; rename at 13 replaces the empty destination and consumes the source (DEVICE-EMPTY).
tests/rename/20.t:22  A-26 device child at case 12 refuses; rename at 13 replaces the empty destination and consumes the source (DEVICE-EMPTY).
tests/rename/20.t:25  A-26 device child at case 12 refuses; rename at 13 replaces the empty destination and consumes the source (DEVICE-EMPTY).
tests/rename/23.t:18  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/rename/23.t:19  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/rename/23.t:20  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/rename/23.t:21  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/rename/23.t:22  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/rename/23.t:23  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/rename/23.t:24  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/rename/23.t:25  A-26 refuses block creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/rename/23.t:26  A-26 refuses char creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/rename/23.t:27  A-26 refuses char creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/rename/23.t:28  A-26 refuses char creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/rename/23.t:29  A-26 refuses char creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/rename/23.t:30  A-26 refuses char creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
tests/rename/23.t:31  A-26 refuses char creation; this iteration checks that device or metadata/namespace effects requiring its existence (DEVICE-FIXTURE).
